ref_line	ref_widx	lemma	n_readings	apparatus	omit
664	3791	κρατύνουσιν	2	κρατύνουσιν [dawe,jebb,pearson,reinhardt,storr]  |  κρατοῦσιν [colonna,dain,hermann]	
664	3792	νοεῖ,	2	νοεῖ, [dawe,jebb,pearson,reinhardt,storr]  |  ἐννοεῖ, [colonna,dain,hermann]	
674	3852	συμμάχου	3	συμμάχου [colonna,dain,dawe,jebb,reinhardt,storr]  |  σὺν [hermann]  |  τ᾽ [pearson]	
675	3854	τροπὰς	2	τροπὰς [dain,dawe,hermann,jebb,pearson,reinhardt,storr]  |  προπὰς [colonna]	
676	3859	σῴζει	2	σῴζει [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  σώζει [hermann]	
684	3908	κτημάτων	2	κτημάτων [dain,dawe,hermann,jebb,reinhardt,storr]  |  χρημάτων [colonna,pearson]	
687	3926	χἀτέρῳ	2	χἀτέρως [colonna,dawe,hermann,pearson]  |  χἀτέρῳ [dain,jebb,reinhardt,storr]	
688	3929	σοῦ	2	σοῦ [colonna,dain,dawe,jebb,reinhardt,storr]  |  σὺ [hermann,pearson]	
688	3931	οὖν	2	οὖν [colonna,dain,dawe,jebb,reinhardt,storr]  |  οὐ [hermann,pearson]	
688	3932	πέφυκα	2	πέφυκα [colonna,dain,dawe,jebb,reinhardt,storr]  |  πέφυκας [hermann,pearson]	
691	3956	τέρψει	2	τέρψῃ [colonna,dain,dawe,pearson,reinhardt]  |  τέρψει [hermann,jebb,storr]	
700	4007	ἐπέρχεται	2	ἐπέρχεται [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ὑπέρχεται [pearson]	
706	4042	φὴς	2	φὴς [colonna,jebb,pearson,reinhardt,storr]  |  φῂς [dain,dawe,hermann]	
713	4093	ἐκσῴζεται,	2	ἐκσῴζεται, [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  ἐκσώζεται· [hermann]	
715	4103	ἐγκρατῆ	2	ἐγκρατῆ [dawe,hermann,jebb,pearson,storr]  |  ἐγκρατὴς [colonna,dain,reinhardt]	
717	4112	λοιπὸν	2	λοιπὸν [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  πλοῖον [hermann]	
721	4134	τὸν	2	τὸν [colonna,dain,hermann,jebb,reinhardt,storr]  |  τιν᾽ [dawe,pearson]	
725	4171	διπλῇ.	2	διπλῆι. [dawe,hermann,pearson,reinhardt,storr]  |  διπλᾶ. [colonna,dain,jebb]	
727	4178	ὑπʼ	2	ὑπ᾽ [colonna,dain,jebb,reinhardt,storr]  |  πρὸς [dawe,hermann,pearson]	
731	4205	οὐδʼ	2	οὐδ᾽ [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  οὔ [dawe]	
731	4206	ἂν	2	ἂν [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  τἂν [dawe]	
731	4209	εἰς	2	εἰς [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ἐς [pearson]	
736	4243	με	2	με [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  γε [hermann]	
740	4274	συμμαχεῖ.	2	συμμαχεῖ. [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  συμμαχεῖν. [hermann]	
741	4281	προκήδομαι.	2	προκήδομαι. [dain,dawe,hermann,jebb,pearson,reinhardt,storr]  |  προκήσομαι. [colonna]	
747	4314	οὔ	2	οὔ [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  οὐτἂν [hermann]	
751	4346	ἣ	2	ἥδ᾽ [colonna,dain,dawe,hermann,jebb,reinhardt]  |  ἣ [pearson,storr]	
752	4357	ἐπεξέρχει	2	ἐπεξέρχῃ [colonna,dain,dawe,pearson,reinhardt]  |  ἐπεξέρχει [hermann,jebb,storr]	
757	4389	βούλει	2	βούλει [colonna,dain,dawe,hermann,jebb,storr]  |  βούλῃ [pearson]	reinhardt
759	4404	ἐπὶ	2	ἐπὶ [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  ἔτι [dawe]	
760	4408	ἄγαγε	2	ἄγαγε [colonna,dain,reinhardt,storr]  |  ἄγετε [dawe,hermann,jebb,pearson]	
761	4416	θνῄσκῃ	2	θνῄσκῃ [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  θνήσκῃ [hermann]	
763	4433	οὐδαμὰ	2	οὐδαμὰ [dawe,hermann,jebb,pearson,reinhardt,storr]  |  οὐδαμᾷ [colonna,dain]	
764	4435	προσόψει	2	προσόψει [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  προσόψῃ [pearson]	
765	4445	μαίνῃ	2	μαίνῃ [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  μαίνει [hermann]	
765	4446	συνών.	2	ξυνών. [colonna,dain,dawe,hermann,jebb,reinhardt]  |  συνών. [pearson,storr]	
769	4466	τὼ	2	τὼ [dawe,jebb,pearson,reinhardt,storr]  |  τὰ [colonna,dain,hermann]	
769	4470	τώδʼ	2	τώδ᾽ [dawe,jebb,pearson,reinhardt,storr]  |  τάδ᾽ [colonna,dain,hermann]	
770	4476	αὐτὼ	2	αὐτὼ [dawe,jebb,pearson,reinhardt,storr]  |  αὐτὰ [colonna,dain,hermann]	
772	4494	βουλεύει	2	βουλεύῃ [colonna,dain,dawe,pearson,reinhardt]  |  βουλεύει [hermann,jebb,storr]	
781	4550	κτήμασι	2	κτήμασι [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  κτήνεσι [pearson]	
781	4551	πίπτεις,	3	πίπτεις, [colonna,dawe,hermann,jebb,pearson,storr]  |  πίπ- [dain]  |  πί- [reinhardt]	
782	4555	παρειαῖς	2	παρειαῖς [colonna,dawe,hermann,jebb,pearson,storr]  |  παρει- [dain,reinhardt]	
785	4564	αὐλαῖς·	2	αὐλαῖς· [dain,dawe,hermann,jebb,pearson,reinhardt,storr]  |  αὐδαῖς· [colonna]	
790	4573	σέ	2	σέ [dawe,jebb,pearson,reinhardt,storr]  |  ἐπ᾽ [colonna,dain,hermann]	
790	4574	γʼ	3	γ᾽ [dawe,jebb,pearson,reinhardt,storr]  |  ἀνθρώ- [dain,hermann]  |  ἀν- [colonna]	
790	4575	ἀνθρώπων.	4	ἀνθρώ- [dawe,pearson,reinhardt]  |  πων, [dain,hermann]  |  ἀνθρώπων, [jebb,storr]  |  θρώπων, [colonna]	
791	4587	λώβᾳ,	2	λώβᾳ· [colonna,dawe,hermann,jebb,pearson,storr]  |  λώ- [dain,reinhardt]	
792	4592	ἀνδρῶν	2	ἀνδρῶν [colonna,dawe,hermann,jebb,pearson,storr]  |  ἀν- [dain,reinhardt]	
800	4608	θεσμῶν.	2	θεσμῶν· [colonna,dawe,hermann,jebb,pearson,reinhardt,storr]  |  θεσ- [dain]	
800	4611	ἐμπαίζει	3	ἐμπαί- [dain,dawe,hermann,pearson,reinhardt]  |  ἐμπαίζει [jebb,storr]  |  ἐμ- [colonna]	
803	4626	οὐκέτι	2	οὐκέτι [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  οὐκ [hermann]	
803	4629	δάκρυ	2	δακρύων, [colonna,dain,dawe,hermann,jebb,pearson,reinhardt]  |  δάκρυ [storr]	
804	4631	παγκοίτην	2	παγκοίτην [dain,dawe,jebb,reinhardt,storr]  |  παγκοίταν [colonna,hermann,pearson]	
806	4638	ὁρᾶτʼ	2	ὁρᾶτ᾽ [colonna,dain,jebb,pearson,reinhardt,storr]  |  ὁρᾶτέ [dawe,hermann]	
806	4639	ἔμʼ,	2	ἔμ᾽, [colonna,dain,jebb,pearson,reinhardt,storr]  |  μ᾽, [dawe,hermann]	
806	4643	πολῖται,	2	πολῖται, [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  πο- [hermann]	
807	4650	φέγγος	2	φέγ- [colonna,dain,dawe,hermann,pearson,reinhardt]  |  φέγγος [jebb,storr]	
810	4658	παγκοίτας	2	παγ- [colonna,dain,dawe,hermann,pearson,reinhardt]  |  παγκοίτας [jebb,storr]	
812	4667	ἔγκληρον,	2	ἔγκληρον, [dawe,hermann,jebb,pearson,reinhardt,storr]  |  ἔγ- [colonna,dain]	
812	4669	ἐπινύμφειός	3	ἐπὶ [colonna,dain,dawe,pearson,reinhardt]  |  ἐπινύμφειός [jebb,storr]  |  ἐπινυμφίδιός [hermann]	
815	4674	ὕμνησεν,	3	ὕμ- [colonna,dain,reinhardt]  |  ὕ- [dawe,hermann,pearson]  |  ὕμνησεν, [jebb,storr]	
818	4685	ἀπέρχει	2	ἀπέρχῃ [colonna,dain,dawe,pearson,reinhardt]  |  ἀπέρχει [hermann,jebb,storr]	
819	4689	φθινάσιν	2	φθινάσιν [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  φϑινάσιν [pearson]	
822	4701	θνητῶν	2	θνητῶν [dain,dawe,jebb,reinhardt,storr]  |  θνατῶν [colonna,hermann,pearson]	
822	4702	Ἅιδην	2	Ἀΐδην [dain,dawe,jebb,pearson,reinhardt,storr]  |  Ἀἰδαν [colonna,hermann]	
822	4703	καταβήσει.	2	καταβήσῃ. [colonna,dain,dawe,pearson,reinhardt]  |  καταβήσει. [hermann,jebb,storr]	
823	4706	λυγρότατον	2	λυγροτάταν [colonna,dain,dawe,hermann,jebb,pearson,reinhardt]  |  λυγρότατον [storr]	
823	4707	ὀλέσθαι	2	ὀλέσθαι [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  ὀ- [hermann]	
825	4714	ἄκρῳ,	2	ἄ- [colonna,dain,dawe,hermann,pearson,reinhardt]  |  ἄκρῳ, [jebb,storr]	
826	4724	ὄμβροι	2	ὄμβροι [dawe,jebb,pearson,reinhardt,storr]  |  ὄμβρῳ [colonna,dain,hermann]	
826	4725	τακομέναν,	2	τακομέναν, [colonna,dain,dawe,hermann,pearson,reinhardt,storr]  |  τακο- [jebb]	
830	4733	τέγγει	2	τέγγει [dawe,hermann,jebb,pearson,reinhardt,storr]  |  τέγ- [colonna,dain]	
830	4734	δʼ	3	δ᾽ [dawe,jebb,pearson,reinhardt,storr]  |  γει [colonna,dain]  |  θ᾽ [hermann]	
830	4737	παγκλαύτοις	2	παγκλαύτοις [colonna,dain,hermann,jebb,storr]  |  παγ- [dawe,pearson,reinhardt]	
831	4741	δαίμων	2	δαί- [colonna,dain,dawe,hermann,pearson,reinhardt]  |  δαίμων [jebb,storr]	
835	4753	θνητογενεῖς.	2	θνητογενεῖς. [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  θνατογενεῖς, [pearson]	
836	4755	φθιμένῃ	3	φθιμένῃ [dain,dawe,jebb,storr]  |  φθιμένᾳ [colonna,pearson,reinhardt]  |  φθιμένῳ [hermann]	
836	4756	μέγα	2	μέγα [colonna,dawe,jebb,pearson,reinhardt,storr]  |  μέγ [dain]	hermann
836	4757	κἀκοῦσαι	2	κἀκοῦσαι [colonna,dawe,jebb,pearson,reinhardt,storr]  |  α [dain]	hermann
837	4760	σύγκληρα	2	σύγκληρα [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  ἔγκληρα [hermann]	
838	4762	ζῶσαν	2	ζῶσαν [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  μέγ᾽ [hermann]	
838	4763	καὶ	2	καὶ [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  ἀκοῦσαι. [hermann]	
839	4772	πατρῴων.	2	πατρῴων, [colonna,hermann,jebb,pearson,storr]  |  πατρῴ- [dain,dawe,reinhardt]	
840	4774	οἰχομέναν	4	οὐλομέναν [colonna,dain,reinhardt]  |  οἰχομέναν [jebb,pearson,storr]  |  ὀλλυμέναν [dawe]  |  ὀλομέναν [hermann]	
840	4775	ὑβρίζεις,	2	ὑβρίζεις. [colonna,dain,hermann,jebb,pearson,storr]  |  ὑβρί- [dawe,reinhardt]	
842	4786	κρῆναι	2	κρῆναι [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  κρῆ- [pearson]	
845	4787	Θήβας	2	Θήβας [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  Θή- [dawe]	
845	4789	εὐαρμάτου	2	εὐαρμάτου [dawe,hermann,jebb,pearson,storr]  |  εὐ- [colonna,dain,reinhardt]	
845	4790	ἄλσος,	2	ἄλσος, [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ἄλ- [pearson]	
845	4791	ἔμπας	2	ἔμπας [colonna,dain,hermann,jebb,pearson,storr]  |  ἔμ- [dawe,reinhardt]	
847	4801	ἕργμα	2	ἕργμα [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  ἕρμα [hermann]	
847	4803	ἔρχομαι	2	ἔρ- [colonna,dain,dawe,pearson]  |  ἔρχομαι [hermann,jebb,reinhardt,storr]	
850	4809	οὔτε	2	οὔτε [colonna,dain,hermann,jebb,pearson,storr]  |  οὔτ᾽ [dawe,reinhardt]	
850	4810	νεκροῖς	5	νεκροῖσιν [colonna,dain]  |  ἐν [dawe,reinhardt]  |  νεκροῖς [jebb,storr]  |  ⟨gap⟩ [hermann]  |  νεκρὸς [pearson]	
850	4811	κυροῦσα	4	βροτοῖσιν [dawe,reinhardt]  |  κυροῦσα [jebb,storr]  |  ἐν [hermann]  |  νεκροῖσιν [pearson]	colonna,dain
855	4825	προσέπεσες,	2	προσέπεσες, [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  πολὺ [pearson]	
855	4828	πολύ·	2	πολύ· [colonna,dain,hermann,jebb,storr]  |  ποδοῖν· [dawe,reinhardt]	pearson
858	4837	μερίμνας,	3	μερίμνας, [colonna,hermann,jebb,pearson,storr]  |  μερίμ- [dain,reinhardt]  |  μερί- [dawe]	
859	4839	τριπόλιστον	2	τριπόλιστον [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  τριπλοιστὸν [hermann]	
859	4840	οἶκτον	3	οἶκτον [colonna,dain,hermann,jebb,storr]  |  οἶ- [dawe,reinhardt]  |  οἶτον [pearson]	
859	4843	πρόπαντος	2	πρόπαντος [colonna,dain,dawe,hermann,jebb,pearson,storr]  |  πρρόπαντος [reinhardt]	
861	4849	ματρῷαι	2	ματρῷαι [colonna,dain,dawe,hermann,jebb,pearson,storr]  |  πατρῶιαι [reinhardt]	
861	4850	λέκτρων	2	λέκτρων [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  λέ- [pearson]	
865	4851	ἆται	2	ἆται [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  ἆ- [dawe]	
865	4852	κοιμήματά	2	κοιμήματά [dawe,hermann,jebb,pearson,storr]  |  κοι- [colonna,dain,reinhardt]	
865	4854	αὐτογέννητʼ	3	αὐτογέννητ᾽ [colonna,dain,hermann,jebb,storr]  |  αὐτογέν- [dawe,reinhardt]  |  αὐ- [pearson]	
867	4866	οὓς	2	οὓς [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  οἷς [hermann]	
870	4875	κασίγνητε	2	κασίγνητε, [dain,hermann,jebb,reinhardt,storr]  |  κασί- [colonna,dawe,pearson]	
874	4893	οὐδαμᾷ	2	οὐδαμᾷ [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  οὐδαμῇ [hermann]	
876	4902	ἀνυμέναιος	2	ἀνυμέναιος [colonna,dain,hermann,jebb,reinhardt,storr]  |  ἀνυμέναι- [dawe,pearson]	
876	4903	ταλαίφρων	2	ταλαίφρων [dawe,hermann,jebb,pearson,storr]  |  ταλαί- [colonna,dain,reinhardt]	
877	4905	τὰν	2	τάνδ᾽ [colonna,dain,dawe,hermann,jebb,reinhardt]  |  τὰν [pearson,storr]	
877	4906	πυμάταν	2	ἑτοίμαν [colonna,dain,dawe,hermann,jebb,pearson,reinhardt]  |  πυμάταν [storr]	
877	4908	οὐκέτι	2	οὐκέτι [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  οὐκ [hermann]	
882	4922	οὐδεὶς	2	οὐδεὶς [dawe,hermann,jebb,pearson,reinhardt,storr]  |  οὐ- [colonna,dain]	
884	4941	λέγειν;	2	λέγειν; [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  λέγων; [pearson]	
887	4956	εἴτε	2	εἴτε [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  εἰ [hermann]	
887	4957	χρῇ	2	χρῇ [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  χρῄζει, [hermann]	
892	4985	ἀείφρουρος,	2	αἰείφρουρος, [colonna,dain,dawe,hermann,pearson,reinhardt]  |  ἀείφρουρος, [jebb,storr]	
894	4997	Φερσέφασσʼ	2	Φερσέφασσ᾽ [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  Περσέφασσ᾽ [hermann]	
920	5155	ζῶσʼ	2	ζῶσ’ [dain,dawe,hermann,jebb,pearson,reinhardt,storr]  |  ζῶν [colonna]	
920	5156	εἰς	2	εἰς [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ἐς [pearson]	
923	5175	ξυμμάχων;	2	ξυμμάχων; [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  ξυμμαχεῖν, [dawe]	
939	5251	κοὐκέτι	2	κοὐκέτι [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  κοὐκ [hermann]	
941	5258	βασιλειδᾶν	3	βασιλειδᾶν [colonna,jebb,pearson,reinhardt,storr]  |  βασιλειδῶν [dain,dawe]  |  βασιλίδα [hermann]	
947	5288	τίμιος,	2	τίμιος, [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  τί- [pearson]	
955	5318	ὀξύχολος	2	ὀξύχολος [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  ὀξυχόλως [hermann]	
957	5329	κατάφαρκτος	2	κατάφαρκτος [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  κατάφρακτος [hermann]	
958	5335	δεινὸν	2	δεινὸν [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  δει- [pearson]	
966	5363	κυανεᾶν	3	Κυανέων [colonna,dain,dawe,hermann,reinhardt]  |  Κυανεᾶν [jebb,storr]  |  κυανέαιν [pearson]	
966	5364	πελάγει	3	πελάγει [colonna,dain,jebb,storr]  |  †πελαγέων [dawe,hermann,reinhardt]  |  σπιλάδοιν [pearson]	
967	5369	ἥδʼ	2	ἰδ’ [colonna,dain,hermann,pearson]  |  †ἦδ᾽ [dawe,jebb,reinhardt,storr]	
967	5372	ἄξενος	3	⟨gap⟩ [dawe,jebb,reinhardt]  |  ἄξενος [colonna,storr]  |  ἠιὼν [dain,pearson]	hermann
970	5375	ἀγχίπτολις	2	ἀγχίπολις [colonna,dain,dawe,hermann,jebb,pearson]  |  ἀγχίπτολις [reinhardt,storr]	
972	5380	ἀρατὸν	2	ἀρατὸν [colonna,dain,dawe,hermann,jebb,pearson,storr]  |  ἀραῖον [reinhardt]	
975	5390	ἀραχθέντων,	3	ἀραχθέντων, [colonna,jebb,pearson,storr]  |  ἄτερθ’ [dain,hermann]  |  †ἀραχθὲν [dawe,reinhardt]	
980	5406	ἀνύμφευτον	2	ἀνύμφευτον [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  ἀνυμφεύτου [dawe]	
984	5420	θυέλλαισιν	2	θυέλλῃσιν [colonna,dain,hermann,pearson]  |  θυέλλαισιν [dawe,jebb,reinhardt,storr]	
994	5478	τήνδʼ	2	τήνδε [colonna,dawe,hermann,pearson,reinhardt]  |  τήνδ’ [dain,jebb,storr]	
994	5479	ἐναυκλήρεις	2	ναυκληρεῖς [colonna,dawe,hermann,pearson,reinhardt]  |  ἐναυκλήρεις [dain,jebb,storr]	
998	5501	γνώσει,	2	γνώσῃ, [colonna,dain,dawe,pearson,reinhardt]  |  γνώσει, [hermann,jebb,storr]	
999	5507	εἰς	2	εἰς [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ἐς [pearson]	
1025	5651	οὐκέτʼ	2	οὐκέτ᾽ [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  οὐκ [hermann]	
1027	5661	ἀκῆται	2	ἀκεῖται [colonna,hermann,jebb,pearson]  |  ἀκῆται [dain,dawe,reinhardt,storr]	
1027	5664	πέλῃ.	2	πέλει· [colonna,hermann,jebb,pearson]  |  πέλῃ· [dain,dawe,reinhardt,storr]	
1031	5682	σοι	2	σοι [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  τοι [dawe]	
1032	5694	λέγοι.	2	λέγοι. [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  φέρει. [pearson]	
1036	5714	κἀμπεφόρτισμαι	2	κἀμπεφόρτισμαι [colonna,dain,dawe,jebb,storr]  |  κἀκπεφόρτισμαι [hermann,pearson,reinhardt]	
1037	5718	τἀπὸ	2	τἀπὸ [dawe,jebb,pearson,reinhardt,storr]  |  τὸν [colonna,dain,hermann]	
1040	5733	εἰ	2	εἰ [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ἢν [pearson]	
1040	5734	θέλουσʼ,	2	θέλουσ᾽ [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  θέλωσ᾽ [pearson]	
1045	5768	Τειρεσία,	2	Τειρεσία, [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  Τειρεσίαν [hermann]	
1054	5822	ψευδῆ	2	ψευδῆ [dain,dawe,hermann,jebb,pearson,reinhardt,storr]  |  ψευδῇ [colonna]	
1056	5833	δʼ	2	δ᾽ [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  δέ [pearson]	
1056	5834	ἐκ	3	ἐκ [colonna,dain,dawe,hermann,jebb,storr]  |  γε [pearson]  |  αὖ [reinhardt]	
1065	5897	ἡλίου	2	ἡλίου [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  ἥλιον [dawe]	
1065	5898	τελεῖν,	2	τελῶν, [colonna,dain,hermann,jebb,pearson,reinhardt]  |  τελεῖν, [dawe,storr]	
1067	5911	ἔσει,	2	ἔσῃ, [colonna,dain,dawe,pearson,reinhardt]  |  ἔσει, [hermann,jebb,storr]	
1069	5921	τʼ	2	τ᾽ [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  γ᾽ [dawe]	
1069	5925	κατῴκισας,	2	κατῴκισας, [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  κατοικίσας, [dawe]	
1070	5932	θεῶν	2	θεῶν [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  θυῶν [dawe]	
1073	5948	βιάζονται	2	βιάζονται [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  βιάζεται [dawe]	
1075	5957	θεῶν	2	θεῶν [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  φθιτῶν [dawe]	
1075	5958	Ἐρινύες,	2	Ἐρινύες, [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  Ἐριννύες, [hermann]	
1081	5991	καθήγνισαν	2	καθήγνισαν, [dain,jebb,pearson,reinhardt,storr]  |  καθήγισαν, [colonna,dawe,hermann]	
1086	6019	ὑπεκδραμεῖ.	2	ὑπεκδραμῇ. [colonna,dain,dawe,pearson,reinhardt]  |  ὑπεκδραμεῖ. [hermann,jebb,storr]	
1089	6040	ἡσυχαιτέραν	2	ἡσυχωτέραν [colonna,dain,hermann,jebb,reinhardt]  |  ἡσυχαιτέραν [dawe,pearson,storr]	
1090	6047	ἢ	2	ἢ [colonna,dain,hermann,jebb,reinhardt,storr]  |  ὧν [dawe,pearson]	
1097	6086	ἄτῃ	2	ἄτῃ [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  Ἄτη [dawe]	
1098	6096	λαβεῖν.	2	λαβεῖν. [colonna,dawe,jebb,pearson,reinhardt,storr]  |  Κρέον. [dain,hermann]	
1102	6121	δοκεῖς	2	δοκεῖς [colonna,dain,hermann,pearson,reinhardt,storr]  |  δοκεῖ [dawe,jebb]	
1108	6159	ἴτʼ	2	ἴτ᾽, [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  οἵ [hermann]	
1108	6160	ἴτʼ	2	ἴτ᾽, [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  τ᾽ [hermann]	
1114	6195	σῴζοντα	2	σῴζοντα [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  σώζοντα [hermann]	
1118	6210	Ἰταλίαν,	2	Ἰταλίαν, [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  Οἰχαλίαν, [dawe]	
1119	6213	παγκοίνοις,	2	παγκοίνοις [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  παγ- [hermann]	
1120	6215	Δῃοῦς	2	Δηοῦς [colonna,dawe,hermann,jebb,pearson,reinhardt]  |  Δῃοῦς [dain,storr]	
1120	6219	Βακχᾶν	2	Βακχᾶν [colonna,dain,dawe,hermann,jebb,pearson,storr]  |  Βακ- [reinhardt]	
1121	6220	ὁ	2	ὁ [hermann,jebb,storr]  |  χᾶν [reinhardt]	colonna,dain,dawe,pearson
1122	6223	ναιετῶν	2	ναιετῶν [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  ἐνναίων [hermann]	
1122	6225	ὑγρῶν	3	ὑγρόν [colonna,dain,dawe,jebb,reinhardt]  |  ὑγρῶν [hermann,storr]  |  ὑγροῖς [pearson]	
1125	6226	Ἰσμηνοῦ	2	Ἰσμηνοῦ [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  Ἰ- [pearson]	
1125	6227	ῥείθρων	4	ῥέεθρον, [colonna,dain,dawe]  |  ῥείθρων, [hermann,storr]  |  ῥεῖθρόν [jebb,reinhardt]  |  σμηνοῦ [pearson]	
1127	6241	ἔνθα	2	ἔνθα [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  ἔν- [hermann]	
1132	6257	ἀκτὰ	3	ἀκτὰ [hermann,jebb,reinhardt,storr]  |  ἀκ- [colonna,dain]  |  ἀ- [dawe,pearson]	
1134	6260	ἀμβρότων	2	ἀμβρότων [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ἀβρότων [pearson]	
1134	6261	ἐπέων	2	ἐπέων [colonna,dain,hermann,jebb,storr]  |  ἑπετᾶν [dawe,pearson,reinhardt]	
1135	6262	εὐαζόντων	2	εὐαζόντων, [colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  εὐ- [pearson]	
1137	6268	πᾶσαι	2	πασᾶν [colonna,dain,dawe,hermann,jebb,pearson,reinhardt]  |  πᾶσαι [storr]	
1141	6280	πάνδαμος	2	πάνδαμος [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  πανδήμιος [hermann]	
1142	6287	Παρνασίαν	3	Παρνασίαν [colonna,dain,dawe,jebb,reinhardt,storr]  |  Παρνησσίαν [hermann]  |  Παρνασσίαν [pearson]	
1142	6289	κλιτὺν	2	κλιτύν, [colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  κλειτὺν [dawe]	
1146	6295	πνειόντων	2	πνεόντων [colonna,dain,hermann,reinhardt]  |  πνειόντων [dawe,jebb,pearson,storr]	
1148	6302	Διὸς	3	Διὸς [colonna,hermann,jebb,pearson,reinhardt,storr]  |  Δῖον [dain]  |  Ζηνὸς [dawe]	
1148	6304	προφάνηθʼ	2	προφάνηθ᾽, [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  προφάνηθι [hermann]	
1150	6305	ὦναξ,	2	ὦναξ, [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  Ναξίαις [hermann]	
1150	6308	περιπόλοις	2	περιπόλοις [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  περιπόλοισν [hermann]	
1151	6309	Θυίαισιν,	2	Θυίαισιν, [colonna,dain,dawe,jebb,pearson,reinhardt,storr]  |  σαῖ- [hermann]	
