# work: tlg0011.tlg007
# base (canonical axis): perseus-grc2
# target: campbell1879-grc1
# generated: 2026-09-02  method: exact anchors plus local sequence alignment
base	target	type	score	review
845	846	exact	1.000	
845a	846a	exact	1.000	
846	847	exact	1.000	
846a	847a	exact	1.000	
848	848	exact	1.000	
849	849	match	0.951	
850	850	exact	1.000	
851	851	exact	1.000	
852	852	exact	1.000	
853	853	exact	1.000	
854	854	exact	1.000	
855	855	exact	1.000	
856	856	exact	1.000	
856a	856a	exact	1.000	
857	857	exact	1.000	
858	858	exact	1.000	
859	859	exact	1.000	
860	860	exact	1.000	
860a	860a	match	0.923	
861	861	match	0.846	
861a	861a	match	0.947	
862	862	match	0.968	
863	863	exact	1.000	
864	864	exact	1.000	
864a	864a	exact	1.000	
865	865	exact	1.000	
866	866	exact	1.000	
867	867	exact	1.000	
868	868	match	0.952	
869	869	exact	1.000	
870	870	exact	1.000	
871	871	exact	1.000	
872	872	exact	1.000	
873	873	exact	1.000	
874	874	exact	1.000	
875	875	exact	1.000	
876	876	exact	1.000	
877	877	exact	1.000	
878	878	exact	1.000	
879	878a	exact	1.000	
880	880	exact	1.000	
881	881	exact	1.000	
881a	881a	exact	1.000	
882		base_only	0.000	REVIEW
883	882	exact	1.000	
884	883	exact	1.000	
884a	884	exact	1.000	
885	885	exact	1.000	
886	886,886a	split_merge	1.000	
887	887	exact	1.000	
888	888	exact	1.000	
889	889	exact	1.000	
890	890	exact	1.000	
891	891	exact	1.000	
892	892	exact	1.000	
893	893	exact	1.000	
894	894	exact	1.000	
895	895	exact	1.000	
896	896	exact	1.000	
896a	896a	exact	1.000	
897	897	exact	1.000	
898	898	exact	1.000	
899	899	exact	1.000	
900	900	exact	1.000	
901	901	exact	1.000	
902	902	exact	1.000	
903	903	exact	1.000	
904	904	exact	1.000	
905	905	exact	1.000	
906	906	exact	1.000	
907	907	exact	1.000	
908	908	exact	1.000	
909	909	exact	1.000	
910	910	exact	1.000	
911	911	exact	1.000	
912	912	exact	1.000	
913	913	exact	1.000	
914	914	exact	1.000	
915	915	exact	1.000	
916	916	exact	1.000	
917	917	exact	1.000	
918	918	exact	1.000	
919	919	exact	1.000	
920	920	exact	1.000	
921	921	exact	1.000	
922	922	exact	1.000	
923	923	exact	1.000	
924	924	exact	1.000	
925	925	exact	1.000	
926	926	exact	1.000	
927	927	exact	1.000	
928	928	exact	1.000	
929	929	exact	1.000	
930	930	exact	1.000	
931	931	exact	1.000	
932	932	exact	1.000	
933	933	exact	1.000	
934	934	exact	1.000	
935	935	exact	1.000	
936	936	exact	1.000	
937	937	exact	1.000	
938	938	exact	1.000	
939	939	match	0.939	
940	940	exact	1.000	
941	941	exact	1.000	
942	942	exact	1.000	
943	943	exact	1.000	
944	944	match	0.984	
945	945	exact	1.000	
946	946	match	0.967	
947	947	exact	1.000	
948	948	exact	1.000	
949	949	exact	1.000	
950	950	exact	1.000	
951	951	exact	1.000	
952	952	exact	1.000	
953	953	exact	1.000	
954	954	exact	1.000	
955	955	exact	1.000	
956	956	exact	1.000	
957	957	exact	1.000	
958	958	exact	1.000	
959	959	exact	1.000	
960	960	exact	1.000	
961	961	exact	1.000	
962	962	exact	1.000	
963	963	exact	1.000	
964	964	exact	1.000	
965	965	exact	1.000	
966	966	exact	1.000	
967	967	exact	1.000	
968	968	exact	1.000	
969	969	exact	1.000	
970	970	exact	1.000	
971	971	exact	1.000	
972	972	exact	1.000	
973	973	exact	1.000	
974	974	exact	1.000	
975	975	exact	1.000	
976	976	exact	1.000	
977	977	match	0.986	
978	978	exact	1.000	
979	979	exact	1.000	
979a	980	exact	1.000	
980	981	exact	1.000	
981	982	exact	1.000	
982	983	exact	1.000	
983	984	exact	1.000	
984	985	exact	1.000	
985	986	exact	1.000	
986	987	exact	1.000	
987	988	match	0.928	
988	989	exact	1.000	
990	990	exact	1.000	
