ref_line	ref_widx	lemma	n_readings	apparatus	omit
967	5371	Θρῃκῶν	2	Θρῃκῶν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  Θρᾳκῶν [bothe]	
967	5372	ἄξενος	4	ἄξενος [boeckh,colonna,storr]  |  ⟨gap⟩ [dawe,jebb,reinhardt]  |  ἠιὼν [dain,pearson]  |  Σαλμυδησὸς, [bothe]	benloew,brown,griffith,hermann,lj
970	5375	ἀγχίπτολις	2	ἀγχίπολις [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,pearson]  |  ἀγχίπτολις [griffith,lj,reinhardt,storr]	
970	5376	Ἄρης	2	Ἄρης [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,pearson,reinhardt,storr]  |  Ἄ- [griffith,lj]	
972	5380	ἀρατὸν	2	ἀρατὸν [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,storr]  |  ἀραῖον [reinhardt]	
975	5390	ἀραχθέντων,	5	ἀραχθέντων [boeckh,brown,colonna,griffith,jebb,lj,pearson,storr]  |  ἄτερθ’ [dain,hermann]  |  †ἀραχθὲν [dawe,reinhardt]  |  χάραγμ᾽ [benloew]  |  ῥαγὲν [bothe]	
975	5391	ὑφʼ	2	ὑφ᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δ᾽ [bothe]	
975	5392	αἱματηραῖς	2	αἱματηραῖς [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὐκ [bothe]	
976	5393	χείρεσσι	2	χείρεσσι [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐγχέων, [bothe]	
976	5396	ἀκμαῖσιν.	2	ἀκμαῖσιν· [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἀκμαῖσι. [bothe]	
980	5405	ἔχοντες	2	ἔχοντες [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἔχον- [benloew,bothe]	
980	5406	ἀνύμφευτον	2	ἀνύμφευτον [benloew,boeckh,bothe,colonna,dain,griffith,hermann,jebb,pearson,reinhardt,storr]  |  ἀνυμφεύτου [brown,dawe,lj]	
981	5409	δὲ	2	δὲ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μὴν [bothe]	
982	5413	ἄντασʼ	2	ἄντασ᾽ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  ἦν [lj]	
984	5420	θυέλλαισιν	3	θυέλλῃσιν [benloew,boeckh,bothe,colonna,dain,hermann,pearson]  |  θυέλλαισιν [brown,dawe,jebb,reinhardt,storr]  |  θυέλλησιν [griffith,lj]	
994	5478	τήνδʼ	2	τήνδε [benloew,boeckh,brown,colonna,dawe,hermann,pearson,reinhardt]  |  τήνδ᾽ [bothe,dain,griffith,jebb,lj,storr]	
994	5479	ἐναυκλήρεις	2	ναυκληρεῖς [benloew,boeckh,brown,colonna,dawe,hermann,pearson,reinhardt]  |  ἐναυκλήρεις [bothe,dain,griffith,jebb,lj,storr]	
998	5501	γνώσει,	2	γνώσηι, [brown,colonna,dain,dawe,griffith,lj,pearson,reinhardt]  |  γνώσει, [benloew,boeckh,bothe,hermann,jebb,storr]	
999	5507	εἰς	2	εἰς [bothe,brown,colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ἐς [benloew,boeckh,griffith,lj,pearson]	
1001	5522	ὀρνίθων,	2	ὀρνίθων, [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  ὄρνιθας [lj]	
1003	5533	φοναῖς	2	φοναῖς [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  φονὰς [bothe]	
1019	5615	κᾆτʼ	2	κᾆτ᾽ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  κὀτ᾿ [lj]	
1022	5635	λίπος.	2	λίπος. [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  λίβος. [brown]	
1025	5647	ἐπεὶ	2	ἐπεὶ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐπὴν [bothe]	
1025	5651	οὐκέτʼ	2	οὐκέτ᾽ [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  οὐκ [benloew,boeckh,bothe,hermann]	
1027	5661	ἀκῆται	2	ἀκεῖται, [benloew,boeckh,bothe,brown,colonna,griffith,hermann,jebb,lj,pearson]  |  ἀκῆται [dain,dawe,reinhardt,storr]	
1027	5664	πέλῃ.	2	πέλει. [benloew,boeckh,bothe,brown,colonna,griffith,hermann,jebb,lj,pearson]  |  πέλῃ· [dain,dawe,reinhardt,storr]	
1031	5682	σοι	2	σοι [benloew,boeckh,bothe,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τοι [brown,dawe]	
1032	5694	λέγοι.	2	λέγοι· [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  φέρει. [bothe,pearson]	
1034	5705	μαντικῆς	2	μαντικῆς [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μαντικοῖς [brown]	
1035	5706	ἄπρακτος	2	ἄπρακτος [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  ἄτρωτος [lj]	
1035	5707	ὑμῖν	2	ὑμῖν [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὑμῶν [brown]	
1036	5714	κἀμπεφόρτισμαι	2	κἀκπεφόρτισμαι [benloew,boeckh,bothe,griffith,hermann,lj,pearson,reinhardt]  |  κἀμπεφόρτισμαι [brown,colonna,dain,dawe,jebb,storr]	
1037	5718	τἀπὸ	2	τἀπὸ [boeckh,brown,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  τὸν [benloew,bothe,colonna,dain,hermann]	
1040	5733	εἰ	2	εἰ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  ἢν [pearson]	
1040	5734	θέλουσʼ,	2	θέλουσ᾽ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  θέλωσ᾽ [pearson]	
1044	5761	οὔτις	2	οὔτις [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὔ [bothe]	
1045	5768	Τειρεσία,	2	Τειρεσία, [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  Τειρεσίαν [hermann]	
1046	5770	χοἰ	2	χοἱ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  χ’ [bothe]	
1047	5779	λέγωσι	2	λέγωσι [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  λέγουσι [brown]	
1050	5799	εὐβουλία;	2	εὐβουλία [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἡ [bothe]	
1052	5808	μέντοι	2	μέντοι [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μέν [bothe]	
1054	5822	ψευδῆ	2	ψευδῆ [benloew,boeckh,bothe,brown,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ψευδῇ [colonna]	
1056	5833	δʼ	2	δ᾽ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  δέ [pearson]	
1056	5834	ἐκ	3	ἐκ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,storr]  |  αὖ [lj,reinhardt]  |  γε [pearson]	
1057	5842	ἃν	3	ἂν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  ἃ [bothe]  |  οὓς [lj]	
1057	5843	λέγῃς	2	λέγῃς, [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  ψέγεις [lj]	
1065	5897	ἡλίου	2	ἡλίου [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἥλιον [dawe]	
1065	5898	τελεῖν,	2	τελῶν, [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt]  |  τελεῖν, [dawe,storr]	
1067	5911	ἔσει,	2	ἔσηι, [brown,colonna,dain,dawe,griffith,lj,pearson,reinhardt]  |  ἔσει, [benloew,boeckh,bothe,hermann,jebb,storr]	
1069	5921	τʼ	2	τ᾽ [benloew,boeckh,colonna,dain,griffith,hermann,jebb,pearson,reinhardt,storr]  |  γ᾽ [bothe,brown,dawe,lj]	
1069	5925	κατῴκισας,	2	κατῴκισας· [benloew,boeckh,colonna,dain,griffith,hermann,jebb,pearson,reinhardt,storr]  |  κατοικίσας, [bothe,brown,dawe,lj]	
1070	5932	θεῶν	3	θεῶν [benloew,boeckh,bothe,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  σχεθών, [brown]  |  θυῶν [dawe]	
1073	5948	βιάζονται	2	βιάζονται [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  βιάζεται [dawe]	
1075	5957	θεῶν	2	θεῶν [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  φθιτῶν [dawe]	
1075	5958	Ἐρινύες,	2	Ἐρινύες, [benloew,boeckh,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  Ἐριννύες, [bothe,hermann]	
1077	5969	κατηργυρωμένος	2	κατηργυρωμένος [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κατηγυρωμένος [brown]	
1080	5985	συνταράσσονται	2	συνταράσσονται [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ξυνταράσσονται [benloew,bothe]	
1081	5987	ὅσων	2	ὅσων [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὅσῳ [bothe]	
1081	5991	καθήγνισαν	2	καθήγνισαν [brown,dain,griffith,jebb,lj,pearson,reinhardt,storr]  |  καθήγισαν [benloew,boeckh,bothe,colonna,dawe,hermann]	
1084	6005	σου,	2	σου [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,pearson,reinhardt,storr]  |  σοι, [griffith,lj]	
1086	6019	ὑπεκδραμεῖ.	2	ὑπεκδραμῆι. [brown,colonna,dain,dawe,griffith,lj,pearson,reinhardt]  |  ὑπεκδραμεῖ. [benloew,boeckh,bothe,hermann,jebb,storr]	
1089	6040	ἡσυχαιτέραν	2	ἡσυχωτέραν, [benloew,boeckh,bothe,colonna,dain,hermann,jebb,reinhardt]  |  ἡσυχαιτέραν [brown,dawe,griffith,lj,pearson,storr]	
1090	6047	ἢ	2	ἢ [benloew,boeckh,colonna,dain,hermann,jebb,reinhardt,storr]  |  ὧν [bothe,brown,dawe,griffith,lj,pearson]	
1091	6050	ἁνήρ,	2	ἁνὴρ, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὥνὴρ, [bothe]	
1092	6057	ἐξ	2	ἐξ [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐξότου [boeckh]	
1094	6073	λακεῖν.	2	λακεῖν. [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  λαχεῖν. [benloew]	
1096	6083	δεινόν,	2	δεινόν· [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δειλὸν, [bothe]	
1097	6086	ἄτῃ	3	ἄτῃ [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,pearson,reinhardt,storr]  |  Ἄτη [dawe]  |  Ἄτης [lj]	
1097	6090	δεινῷ	2	δεινῷ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  λίνῳ [lj]	
1098	6092	εὐβουλίας	2	εὐβουλίας [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,lj,pearson,reinhardt,storr]  |  εὐβουλίαν [griffith]	
1098	6096	λαβεῖν.	3	†λαβεῖν†. [brown,colonna,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  Κρέον. [benloew,bothe,dain,hermann]  |  Κρέων. [boeckh]	
1099	6100	δρᾶν;	2	δρᾶν; [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δρᾷν [benloew,bothe]	
1102	6121	δοκεῖς	2	δοκεῖς [benloew,boeckh,bothe,colonna,dain,hermann,pearson,reinhardt,storr]  |  δοκεῖ [brown,dawe,griffith,jebb,lj]	
1105	6134	οἴμοι·	2	οἴμοι, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οἴ [bothe]	
1106	6141	δρᾶν·	2	δρᾶν· [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δρᾷν· [benloew]	
1107	6152	ἄλλοισιν	2	ἄλλοισιν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἄλλοισι [bothe]	
1108	6159	ἴτʼ	2	ἴτ᾽, [benloew,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  οἵ [boeckh,bothe,hermann]	
1108	6160	ἴτʼ	3	ἴτ᾽, [benloew,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  τ’ [boeckh,hermann]  |  δ᾽ [bothe]	
1114	6195	σῴζοντα	2	σώιζοντα [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  σώζοντα [benloew,boeckh,bothe,hermann]	
1116	6205	βαρυβρεμέτα	2	βαρυβρεμέτα [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  βα- [bothe]	
1117	6206	γένος,	2	γένος, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ρυβρεμέτα [bothe]	
1118	6210	Ἰταλίαν,	2	Ἰταλίαν [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  Οἰχαλίαν, [dawe]	
1118	6211	μέδεις	2	μέδεις [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μετεῖς [bothe]	
1119	6213	παγκοίνοις,	2	παγκοίνοις [boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  παγ- [benloew,hermann]	
1120	6215	Δῃοῦς	2	Δηοῦς [benloew,boeckh,bothe,brown,colonna,dawe,griffith,hermann,jebb,lj,pearson,reinhardt]  |  Δῃοῦς [dain,storr]	
1120	6219	Βακχᾶν	2	Βακχᾶν [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,storr]  |  Βακ- [reinhardt]	
1121	6220	ὁ	3	ὁ [benloew,hermann,jebb,storr]  |  μητρόπολιν [boeckh]  |  χᾶν [reinhardt]	bothe,brown,colonna,dain,dawe,griffith,lj,pearson
1121	6221	ματρόπολιν	2	ματρόπολιν [bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μητρόπολιν [benloew]	boeckh
1121	6222	Θήβαν	2	Θήβαν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ναίων, [bothe]	
1122	6223	ναιετῶν	3	ναιετῶν [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ναίων [benloew,boeckh]  |  ἐνναίων [hermann]	bothe
1122	6225	ὑγρῶν	4	ὑγρὸν [boeckh,colonna,dain,dawe,jebb,lj,reinhardt]  |  ὑγρῶν [benloew,hermann,storr]  |  ὑγροῖς [brown,griffith,pearson]  |  ὑδρηλῶν [bothe]	
1125	6226	Ἰσμηνοῦ	2	Ἰσμηνοῦ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  Ἰ- [pearson]	
1125	6227	ῥείθρων	6	ῥέεθρον [boeckh,colonna,dain,dawe,lj]  |  ῥεέθρων, [benloew,bothe]  |  ῥείθροις [brown,griffith]  |  ῥείθρων, [hermann,storr]  |  ῥεῖθρόν [jebb,reinhardt]  |  σμηνοῦ [pearson]	
1125	6228	ἀγρίου	2	ἀγρίου [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἀρχαίου [bothe]	
1126	6236	διλόφου	2	διλόφου [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  διλόφοιο [boeckh]	
1127	6241	ἔνθα	2	ἔνθα [boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἔν- [benloew,hermann]	
1127	6242	Κωρύκιαι	2	Κωρύκιαι [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  Κωρυκίαις [bothe]	
1132	6257	ἀκτὰ	3	ἀκτὰ [benloew,boeckh,hermann,jebb,reinhardt,storr]  |  ἀ- [bothe,brown,dawe,griffith,lj,pearson]  |  ἀκ- [colonna,dain]	
1133	6258	πολυστάφυλος	2	πολυστάφυλος [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κτὰ [bothe]	
1134	6260	ἀμβρότων	2	ἀμβρότων [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  ἀβρότων [benloew,bothe,pearson]	
1134	6261	ἐπέων	2	ἐπέων [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,storr]  |  ἑπετᾶν [dawe,pearson,reinhardt]	
1135	6262	εὐαζόντων	3	εὐαζόντων, [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  εὐαζόν- [benloew]  |  εὐ- [pearson]	
1137	6267	ἐκ	2	ἐκ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἔμπας [bothe]	
1137	6268	πᾶσαι	3	πασᾶν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt]  |  σὺ [bothe]  |  πᾶσαι [storr]	
1141	6280	πάνδαμος	3	πάνδαμος [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  πάνδημος [benloew,boeckh]  |  πανδήμιος [hermann]	bothe
1141	6282	ἐπὶ	2	ἐπὶ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  πάνδημος [bothe]	
1142	6285	καθαρσίῳ	2	καθαρσίῳ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κλιτὺν [bothe]	
1142	6286	ποδὶ	2	ποδὶ [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὑπὲρ [bothe]	benloew
1142	6287	Παρνασίαν	3	Παρνασίαν [benloew,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,reinhardt,storr]  |  Παρνησσίαν [boeckh,hermann]  |  Παρνασσίαν [pearson]	
1142	6289	κλιτὺν	2	κλιτὺν, [benloew,boeckh,colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  κλειτὺν [brown,dawe,griffith,lj]	bothe
1146	6295	πνειόντων	2	πνεόντων [benloew,bothe,colonna,dain,hermann,lj,reinhardt]  |  πνειόντων [boeckh,brown,dawe,griffith,jebb,pearson,storr]	
1146	6296	χοράγʼ	2	χοράγ᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οἴστρων [bothe]	
1146	6297	ἄστρων,	2	ἄστρων [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τε [bothe]	
1148	6301	παῖ	2	παῖ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  Ζηνὸς [lj]	
1148	6302	Διὸς	3	Διὸς [benloew,boeckh,colonna,griffith,hermann,jebb,pearson,reinhardt,storr]  |  Ζηνὸς [bothe,brown,dawe]  |  Δῖον [dain]	lj
1148	6304	προφάνηθʼ	2	προφάνηθ᾽, [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  προφάνηθι [benloew,boeckh,bothe,hermann]	
1150	6305	ὦναξ,	3	ὦναξ, [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  Ναξίαις [benloew,boeckh,hermann]  |  Να- [bothe]	
1150	6308	περιπόλοις	2	περιπόλοις [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  περιπόλοισν [hermann]	
1151	6309	Θυίαισιν,	4	Θυίαισιν, [boeckh,brown,colonna,dain,dawe,griffith,jebb,pearson,reinhardt,storr]  |  (Θυιάσιν), [benloew,lj]  |  μαινόμεναι [bothe]  |  σαῖ- [hermann]	
1156	6325	ὁποῖον	2	ὁποῖον [benloew,boeckh,bothe,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὁπηιοῦν [brown,dawe]	
1156	6328	ἀνθρώπου	2	ἀνθρώπου [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἀνθρώπων [hermann]	
1163	6368	τε	2	τε [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δὲ [bothe]	
1164	6372	ηὔθυνε,	2	ηὔθυνε [brown,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  εὔθυνε, [benloew,boeckh,bothe,colonna,dain,hermann]	
1165	6381	τὰς	2	τὰς [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,pearson,reinhardt,storr]  |  καὶ [griffith,lj]	
1165	6383	ἡδονὰς	2	ἡδονὰς [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,pearson,reinhardt,storr]  |  ἡδοναὶ [griffith,lj]	
1166	6386	ἄνδρες,	2	ἄνδρες, [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,pearson,reinhardt,storr]  |  ἀνδρός, [griffith,lj]	
1166	6387	οὐ	2	οὐ [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὔτι [dawe]	
1166	6388	τίθημʼ	2	τίθημ᾽ [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  φήμ᾽ [dawe]	
1167	6390	ζῆν	2	ζῆν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ζῇν [bothe]	
1168	6402	βούλει,	2	βούλει, [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  βούληι, [griffith,lj,pearson]	
1169	6405	ζῆ	2	ζῆ [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,storr]  |  ζῇ, [benloew,reinhardt]	
1171	6419	οὐκ	2	οὐκ [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὐχ [benloew]	
1182	6495	πάρα.	2	πάρα. [benloew,boeckh,colonna,dain,griffith,hermann,jebb,storr]  |  περᾷ. [bothe,brown,dawe,lj,pearson,reinhardt]	
1183	6499	τῶν	2	τῶν [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τοῦ [benloew,bothe]	
1183	6500	λόγων	2	λόγων [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  λόγου [benloew,bothe]	
1186	6513	τε	2	τε [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  γε [benloew,bothe]	
1186	6514	κλῇθρʼ	2	κλῇθρ᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κλεῖθρ᾽ [bothe]	
1187	6518	καί	2	καί [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κᾀμὲ [bothe]	
1192	6549	καὶ	2	καὶ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  καίπερ [bothe]	
1192	6550	παρὼν	2	παρὼν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὤμ᾽, [bothe]	
1194	6563	ἐς	2	ἐς [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐσύστερον [boeckh]	
1195	6568	ἁλήθειʼ	2	ἀλήθει᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἡ [bothe]	
1196	6570	ἐγὼ	2	ἐγὼ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἔγωγε [bothe]	
1201	6601	νεοσπάσιν	2	νεοσπάσιν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  νεοσπάσι [bothe]	
1209	6639	ἄσημα	2	ἄσημα [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  εὔσημα [bothe]	
1211	6650	ὦ	2	ὦ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  “ὢ [lj]	
1216	6675	ἀθρήσαθʼ,	2	ἀθρήσαθ᾽ [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,pearson,reinhardt,storr]  |  ἀθρήσατ᾽, [griffith,lj]	
