ref_line	ref_widx	lemma	n_readings	apparatus	omit
251	1436	ἀρρὼξ	2	ἀῤῥὼξ, [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἀῤῥωὼξ [hermann]	
263	1507	ἔφευγε	3	ἔφευγε [boeckh,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἔφυγε [benloew,bothe]  |  ἔφλεγε [hermann]	
267	1532	μηδʼ	2	μήτ᾽ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt]  |  μηδʼ [storr]	
268	1539	ἐρευνῶσιν	2	ἐρευνῶσιν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐρευνῶσι [bothe]	
269	1544	ὃ	2	ὃς [benloew,boeckh,bothe,colonna,dain,hermann,jebb]  |  ὃ [brown,dawe,griffith,lj,pearson,reinhardt,storr]	
274	1577	κἀμὲ	2	κἀμὲ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κᾀμὲ [bothe]	
280	1614	καὶ	3	καί [boeckh,brown,dawe,griffith,jebb,lj,storr]  |  κἀμὲ [benloew,colonna,dain,hermann,pearson,reinhardt]  |  κᾀμὲ [bothe]	
291	1673	κρυφῇ	2	κρυφῇ [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κρυφῆ [benloew,bothe]	
299	1718	πράγματʼ	2	πράγμαθ᾽ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt]  |  πράγματʼ [storr]	
311	1787	τὸ	2	τὸ [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τολοιπὸν [boeckh]	
311	1789	ἁρπάζητε,	2	ἁρπάζητε, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἁρπάξητε, [bothe]	
314	1811	σεσωσμένους.	2	σεσωσμένους. [benloew,boeckh,bothe,colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  σεσωμένους. [brown,dawe,griffith,lj]	
315	1813	τι	2	τι [benloew,bothe,brown,colonna,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δὲ [boeckh,dain]	
317	1833	δάκνει;	2	δάκνει; [benloew,boeckh,bothe,hermann,jebb,reinhardt,storr]  |  δάκνηι; [brown,colonna,dain,dawe,griffith,lj,pearson]	
320	1851	οἴμʼ	2	οἴμ’, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὅμως [bothe]	
320	1852	ὡς	2	ὡς [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἄλημα [bothe]	
320	1853	λάλημα	2	λάλημα [benloew,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἄλημα [boeckh]	bothe
320	1854	δῆλον	2	δῆλον [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δεινὸν [dawe]	
321	1858	τό	2	τό [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τόδ᾽ [benloew,bothe]	
321	1861	τοῦτο	3	τοῦτο [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τοῦθ᾽ [benloew]  |  εἰμὶ [bothe]	
321	1863	ποτέ.	2	ποτέ. [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐγώ. [benloew]	
323	1876	δοκῇ	3	δοκεῖ [benloew,boeckh,brown,colonna,dawe,hermann,jebb,lj]  |  δοκῆι [dain,griffith,pearson,reinhardt,storr]  |  δοκεῖν [bothe]	
323	1877	γε	2	γε, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τε [bothe]	
323	1879	ψευδῆ	2	ψευδῆ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ψευδῇ [bothe]	
323	1880	δοκεῖν.	2	δοκεῖν. [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δοκεῖ! [bothe]	
324	1883	τὴν	2	τὴν [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τὸ [benloew]	
324	1884	δόξαν·	2	δόξαν· [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  δόκησιν· [hermann]	
329	1918	ὄψει	2	ὄψει [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ὄψηι [griffith,lj,pearson]	
333	1941	ἀνθρώπου	2	ἀν- [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,lj,pearson,reinhardt]  |  ἀνθρώπου [jebb,storr]	
335	1952	περιβρυχίοισιν	2	περιβρυχίοισιν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  περιβρυχίοισι [bothe]	
336	1954	ὑπʼ	2	ὑπ᾽ [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐπ᾽ [benloew,bothe]	
336	1955	οἴδμασιν.	2	οἴδμασιν· [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οἴδμασι, [bothe]	
337	1959	ὑπερτάταν,	2	ὑπερτάταν, [benloew,boeckh,bothe,brown,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὑπερτάταν,Γᾶν [colonna]	
339	1964	ἰλλομένων	2	ἰλλομένων [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  εἰλομένων [boeckh]	
340	1969	ἱππείῳ	2	ἱππείῳ [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἱππεί- [boeckh]	
340	1971	πολεύων.	2	πολεύων. [boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  πολεῦον. [benloew,hermann]	
343	1975	ὀρνίθων	2	ὁρ- [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,lj,pearson,reinhardt]  |  ὀρνίθων [jebb,storr]	
343	1977	ἄγει	2	ἄγει, [benloew,boeckh,bothe,colonna,dain,griffith,hermann,jebb,lj,reinhardt,storr]  |  ἀγρεῖ [brown,dawe,pearson]	
345	1978	καὶ	2	καὶ [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  θηρίων [benloew]	
345	1979	θηρῶν	2	θηρῶν [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τ᾽ [benloew]	
347	1988	περιφραδὴς	2	περιφραδὴς [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἀριφραδὴς [hermann]	
348	1992	μηχαναῖς	2	μηχαναῖς [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μαχαναῖς [bothe]	
351	1998	ἵππον	2	ἵππον [benloew,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἵππιον [boeckh,hermann]	
351	1999	ὀχμάζεται	8	ὀχμάζεται [brown,dawe,jebb,lj,reinhardt,storr]  |  ἀέξεται [benloew,colonna]  |  ἄξεται [boeckh]  |  τ᾽ [bothe]  |  ὑπ [dain]  |  ὑπαγάγετ᾽ [griffith]  |  ἑξέτε᾽ [hermann]  |  ὑπαξέμεν [pearson]	
351	2000	ἀμφὶ	4	ἀμφὶ [boeckh,dawe,hermann,jebb,lj,storr]  |  ἀμφίλοφον [benloew,colonna,griffith,pearson,reinhardt]  |  ἄξεται [bothe,dain]  |  ἀμφιλόφωι [brown]	
351	2001	λόφον	4	λόφον [boeckh,dawe,hermann,jebb,lj,storr]  |  ζυγὸν, [benloew,colonna,griffith,pearson,reinhardt]  |  ἀμφίλοφον [bothe,dain]  |  ζυγῶι [brown]	
351	2002	ζυγῶν	5	ζυγὸν [boeckh,bothe,dain]  |  ζυγῶι [dawe,lj]  |  ζυγῶν, [jebb,storr]  |  ὄρειόν [brown]  |  ζυγοῖ, [hermann]	benloew,colonna,griffith,pearson,reinhardt
352	2003	οὔρειόν	2	οὔρειόν [benloew,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὔρει- [boeckh]	brown
352	2005	ἀκμῆτα	2	ἀκμῆτα [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,storr]  |  ἀδμῆτα [benloew,bothe,reinhardt]	
355	2010	ἀνεμόεν	2	ἀνεμόεν [benloew,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἠνεμόεν [boeckh,hermann]	
357	2019	ὑπαίθρεια	5	ὑπαίθρεια [boeckh,brown,colonna,dawe,griffith,lj,pearson,storr]  |  αἴθρια [benloew,bothe,hermann]  |  ἐν [dain]  |  ἐναίθρεια [jebb]  |  ὑπ [reinhardt]	
357	2021	δύσομβρα	2	δύσομβρα [benloew,boeckh,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  δύσομ- [bothe,hermann]	
360	2035	ἐπάξεται·	2	ἐπάξεται· [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐπεύξεται, [dawe]	
361	2036	νόσων	2	νόσων [benloew,boeckh,bothe,brown,colonna,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  νό- [dain]	
361	2038	ἀμηχάνων	2	ἀμηχάνων [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  ἀμαχάνων [pearson]	
361	2040	ξυμπέφρασται.	2	ξυμπέφρασται. [benloew,boeckh,bothe,brown,colonna,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  σων [dain]	
365	2041	σοφόν	2	σοφόν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δεινόν [bothe]	
366	2049	τοτὲ	2	τοτὲ [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ποτὲ [benloew,boeckh,bothe,hermann]	
366	2054	ἐσθλὸν	2	ἐσθλὸν [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐ- [benloew,bothe]	
367	2057	γεραίρων	4	παρείρων [benloew,boeckh,colonna,dain,hermann,lj]  |  γεραίρων [brown,dawe,griffith,jebb,reinhardt,storr]  |  παρορῶν [bothe]  |  περαίνων [pearson]	
371	2069	ξύνεστι	2	ξύνεστι, [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ξύνεστιν. [boeckh]	
375	2075	γένοιτο	2	γένοιτο, [benloew,boeckh,bothe,brown,colonna,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  γέ- [dain]	
375	2081	ἔρδει.	2	ἔρδει. [benloew,boeckh,bothe,brown,colonna,dawe,griffith,hermann,jebb,reinhardt,storr]  |  ἔρδοι. [dain,lj,pearson]	
376	2082	ἐς	2	ἐς [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  εἰ [lj]	
377	2086	τόδε·	2	τόδε [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  τὸ [pearson]	
378	2091	οὐκ	2	οὐκ [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  οὐχ [benloew]	pearson
380	2098	δυστήνου	2	δυστήνου [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,lj,pearson,reinhardt,storr]  |  δυστήνον [griffith]	
382	2110	βασιλείοισιν	2	βασιλείοισιν [benloew,bothe,colonna,griffith,hermann,jebb,pearson,reinhardt,storr]  |  βασιλείοις [boeckh,brown,dain,dawe,lj]	
382	2111	ἄγουσι	3	ἄγουσι [benloew,bothe,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  ἀπάγουσι [boeckh,lj]  |  ἀνάγουσι [brown]	
383	2113	καὶ	2	καὶ [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κἀν [brown]	
386	2133	εἰς	2	ἐς [benloew,boeckh,bothe,griffith,jebb,lj,pearson]  |  εἰς [brown,colonna,dain,dawe,hermann,reinhardt,storr]	
387	2141	προὔβην	2	προὔβην [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  προὔβη [bothe]	
390	2156	ποθʼ	2	ποθ᾽ [bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  γ᾽ [benloew,boeckh,hermann]	
392	2171	ἐκτὸς	2	ἐκτὸς [benloew,boeckh,colonna,dain,griffith,hermann,jebb,pearson,reinhardt,storr]  |  εὐκτὸς [bothe,brown,dawe,lj]	
392	2174	ἐλπίδας	2	ἐλπίδας [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐλπίδος [brown]	
395	2191	καθῃρέθη	2	καθηιρέθη [brown,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  καθευρέθη [benloew,boeckh,bothe,colonna,dain,hermann]	
402	2236	ἐπίστασαι.	2	ἐπίστασαι. [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐπίστασο. [bothe]	
403	2239	ξυνίης	2	ξυνίης, [benloew,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ξυνιεῖς [boeckh,bothe]	
403	2244	φῄς;	2	φῄς; [benloew,boeckh,bothe,brown,dain,dawe,storr]  |  φής; [colonna,griffith,hermann,jebb,lj,pearson,reinhardt]	
404	2249	ὃν	2	ὃν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὗ [bothe]	
406	2263	ᾑρέθη;	2	ᾑρέθη; [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  εὑρέθη; [benloew,bothe]	
409	2280	ἣ	2	ἣ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ᾗ [bothe]	
409	2281	κατεῖχε	2	κατεῖχε [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κατείχετο [bothe]	
409	2282	τὸν	2	τὸν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  νέκυς, [bothe]	
412	2295	ἀπʼ	2	ἀπ᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἀφ᾽ [bothe]	
412	2298	βάλοι	2	βάλῃ, [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt]  |  βάλοι, [benloew,bothe,storr]	
414	2309	ἀκηδήσοι	2	ἀφειδήσοι [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,lj,reinhardt]  |  ἀκηδήσοι [dawe,jebb,pearson,storr]	
415	2315	ἔστʼ	2	ἔστ᾽ [boeckh,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἔς [benloew,bothe,hermann]	
418	2331	ἀείρας	2	ἀείρας [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  ἀγείρας [lj]	
421	2349	εἴχομεν	2	εἴχομεν [benloew,boeckh,bothe,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  εἴργομεν [brown,dawe]	
423	2361	κἀνακωκύει	2	κἀνακωκύει [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κᾀνακωκύει [bothe]	
423	2362	πικρᾶς	3	πικρᾶς [benloew,boeckh,colonna,dain,griffith,hermann,jebb,pearson,reinhardt,storr]  |  πικρῶς, [bothe,lj]  |  πικρά, [brown,dawe]	
424	2364	ὀξὺν	2	ὀξὺν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὀξύφθογγον [bothe]	
426	2376	χαὔτη,	2	χαὔτη, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  χ᾽ [bothe]	
432	2408	χἠμεῖς	2	χἠμεῖς [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  χ᾽ [bothe]	
432	2411	σὺν	2	σὺν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ξὺν [bothe]	
436	2431	ἅμʼ	2	ἅμ' [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἀλλ᾽ [benloew,boeckh,bothe,hermann]	
436	2433	ἔμοιγε	2	ἔμοιγε [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐμοί [boeckh]	
439	2452	πάντα	3	πάντα [benloew,boeckh,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  τἄλλα [brown,pearson]  |  ταῦτα [bothe]	
439	2453	ταῦθʼ	2	ταῦθ᾽ [benloew,boeckh,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  πάνθ᾽ [bothe,brown,pearson]	
440	2457	πέφυκε	2	πέφυκε [benloew,boeckh,bothe,brown,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  πέφυκεν [colonna,dain]	
441	2466	εἰς	2	ἐς [benloew,boeckh,bothe,brown,dawe,griffith,hermann,jebb,lj,pearson]  |  εἰς [colonna,dain,reinhardt,storr]	
442	2469	φὴς	2	φὴς, [benloew,bothe,griffith,jebb,lj,pearson,reinhardt,storr]  |  φῇς, [boeckh,brown,colonna,dain,dawe,hermann]	
442	2471	καταρνεῖ	2	καταρνῆι [brown,colonna,dain,dawe,griffith,lj,pearson,reinhardt]  |  καταρνεῖ [benloew,boeckh,bothe,hermann,jebb,storr]	
446	2500	συντόμως,	3	συντόμως· [brown,colonna,dain,dawe,griffith,jebb,lj,reinhardt,storr]  |  σύντομα· [benloew,boeckh,hermann,pearson]  |  ξύντομα· [bothe]	
447	2501	ᾔδησθα	2	ἤιδησθα [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ᾔδης [benloew,boeckh,bothe,hermann]	
449	2518	ὑπερβαίνειν	2	ὑπερβαίνειν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὑπερβῆναι [bothe]	
452	2536	τοιούσδʼ	3	τοιούσδ᾽ [brown,dawe,griffith,jebb,lj,pearson,storr]  |  οἱ [benloew,boeckh,bothe,hermann,reinhardt]  |  οὐ [colonna,dain]	
452	2539	ὥρισεν	2	ὥρισαν [benloew,boeckh,bothe,colonna,dain,hermann,reinhardt]  |  ὥρισεν [brown,dawe,griffith,jebb,lj,pearson,storr]	
454	2548	ὥστʼ	2	ὥστ᾽ [benloew,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὡς [boeckh,brown]	
454	2549	ἄγραπτα	2	ἄγραπτα [benloew,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τἄγραπτα [boeckh,brown]	
455	2554	θνητὸν	2	θνητὸν [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  θνητά [lj]	
456	2561	γε	2	γε [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  τε [hermann]	
457	2570	ἐξ	2	ἐξ [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐξότου [boeckh]	
460	2588	ἐξῄδη,	2	ἐξῄδη [benloew,boeckh,bothe,brown,colonna,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐξῄδη—τί [dain]	
461	2599	χρόνου	2	χρόνου [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,lj,pearson,reinhardt,storr]  |  χρόνον [griffith]	
467	2638	ἠνσχόμην	5	ἠνσχόμην [boeckh,colonna,dain,griffith,jebb,pearson,reinhardt,storr]  |  ἐσχόμην [benloew,hermann]  |  †ἠισχόμην† [brown,dawe]  |  ἰσχόμην [bothe]  |  ὄντ᾿ [lj]	
467	2639	νέκυν,	2	νέκυν, [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  ἠνεσχόμην, [lj]	
471	2660	δηλοῖ	2	δηλοῖ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  δῆλον· [lj]	
471	2662	γέννημʼ	3	γέννημ᾽ [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,reinhardt,storr]  |  μὲν [dawe]  |  γοῦν [pearson]	
474	2681	πίπτειν	2	πίπτειν [bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  πίπτει [benloew,boeckh]	
483	2735	γελᾶν.	2	γελᾶν. [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  γελᾷν. [benloew]	
485	2747	ἀνατὶ	2	ἀνατὶ [benloew,boeckh,brown,colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ἀνατεὶ [bothe,griffith,lj,pearson]	
486	2755	ὁμαιμονεστέρα	2	ὁμαιμονεστέρα [boeckh,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὁμαιμονεστέρας [benloew,bothe,brown]	
487	2760	ἑρκείου	2	Ἑρκείου [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  Ἑρκίου [bothe]	
488	2764	χἠ	2	χἠ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  χ᾽ [bothe]	
488	2766	οὐκ	2	οὐκ [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὐκμ [brown]	
494	2800	ὀρθῶς	2	ὀρθῶς [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὀρθὸν [brown]	
495	2806	μέντοι	2	μέντοι [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μέν [benloew,bothe]	
500	2841	ἀρεσθείη	2	ἀρεσθείη [benloew,boeckh,bothe,brown,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἀρεσθείην [colonna,hermann]	
502	2850	καίτοι	2	καίτοι [benloew,boeckh,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  καί [bothe,hermann]	
504	2863	τούτοις	2	τούτοις [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τοῖσδε [bothe]	
505	2867	λέγοιτʼ	2	λέγοιτ᾽ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  λέγοιμ᾿ [lj]	
505	2872	ἐγκλῄοι	3	ἐγκλήιοι [brown,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἐγκλείσοι [benloew,boeckh,bothe,hermann]  |  ἐγκλῄσοι [colonna,dain]	
507	2883	δρᾶν	2	δρᾶν [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δρᾷν [benloew,bothe]	
509	2895	χοὖτοι,	3	χοὖτοι· [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  χοἴδε· [benloew]  |  χ᾽ [bothe]	
509	2898	ὑπίλλουσιν	3	ὑπίλλουσι [bothe,brown,colonna,dain,dawe,griffith,hermann,lj,pearson]  |  ὑπίλλουσιν [benloew,jebb,reinhardt,storr]  |  ὑπείλουσι [boeckh]	
510	2903	ἐπαιδεῖ,	2	ἐπαιδῆι, [brown,colonna,dain,dawe,griffith,lj,pearson,reinhardt]  |  ἐπαιδεῖ, [benloew,boeckh,bothe,hermann,jebb,storr]	
515	2934	ταῦθʼ	2	ταῦθ᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τάδ᾽ [bothe]	
515	2936	κατθανὼν	2	κατθανὼν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κατὰ [bothe]	
516	2945	δυσσεβεῖ.	2	δυσσεβεῖ. [benloew,boeckh,bothe,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δυσμενεῖ. [brown,colonna]	
518	2954	δὲ	2	δὲ [colonna,dain,griffith,jebb,lj,pearson,reinhardt,storr]  |  γε [benloew,boeckh,bothe,brown,dawe,hermann]	
518	2959	ἀντιστὰς	2	ἀντιστὰς [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἀνιστὰς [hermann]	
519	2967	τούτους	2	τούτους [benloew,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,storr]  |  ἴσους [boeckh,bothe,pearson,reinhardt]	
520	2976	ἴσος.	4	ἴσος. [benloew,boeckh,colonna,dain,griffith,hermann,lj,storr]  |  ἴσον. [bothe,brown,dawe,pearson]  |  ἴσους. [jebb]  |  ἴσα. [reinhardt]	
521	2980	κάτωθεν	2	κάτωθεν [boeckh,bothe,brown,hermann,jebb,pearson,reinhardt,storr]  |  κάτω [benloew,colonna,dain,dawe,griffith,lj]	
522	2983	οὔτοι	2	οὔτοι [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὔ [benloew,bothe]	
523	2990	οὔτοι	2	οὔτοι [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οὔ [benloew,bothe]	
528	3022	αἱματόεν	2	αἱματόεν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἱμερτὸν [bothe]	
